#       omega [a.u.]         Energy [eV]       Real pol. 1 1       Imag pol. 1 1
     0.55370113E+001     0.15066974E+003    -0.59552168E+000     0.21839368E-002
     0.55446066E+001     0.15087642E+003    -0.59165682E+000     0.13562036E-002
     0.55522020E+001     0.15108310E+003    -0.58852641E+000     0.97294074E-003
     0.55597973E+001     0.15128978E+003    -0.58576612E+000     0.77610615E-003
     0.55673927E+001     0.15149646E+003    -0.58320089E+000     0.67003371E-003
     0.55749880E+001     0.15170314E+003    -0.58071606E+000     0.61919787E-003
     0.55825834E+001     0.15190982E+003    -0.57824910E+000     0.61563785E-003
     0.55901787E+001     0.15211650E+003    -0.57573820E+000     0.64337059E-003
     0.55977741E+001     0.15232318E+003    -0.57311963E+000     0.70868579E-003
     0.56053694E+001     0.15252986E+003    -0.57032674E+000     0.82202578E-003
     0.56129648E+001     0.15273654E+003    -0.56727682E+000     0.99855606E-003
     0.56205602E+001     0.15294322E+003    -0.56383540E+000     0.12702353E-002
     0.56281555E+001     0.15314990E+003    -0.55981149E+000     0.17208811E-002
     0.56357509E+001     0.15335658E+003    -0.55485835E+000     0.25273828E-002
     0.56433462E+001     0.15356326E+003    -0.54829929E+000     0.44291884E-002
     0.56509416E+001     0.15376994E+003    -0.54175219E+000     0.11339060E-001
     0.56585369E+001     0.15397662E+003    -0.53905410E+000     0.10161220E-001
     0.56661323E+001     0.15418330E+003    -0.52192649E+000     0.13290236E-001
     0.56737276E+001     0.15438998E+003    -0.49289842E+000     0.29762371E-001
     0.56813230E+001     0.15459666E+003    -0.44531804E+000     0.10932567E+000
     0.56889183E+001     0.15480334E+003    -0.66066172E+000     0.22515348E+000
     0.56965137E+001     0.15501002E+003    -0.67816444E+000     0.55317258E-001
     0.57041090E+001     0.15521670E+003    -0.64051358E+000     0.20391224E-001
     0.57117044E+001     0.15542338E+003    -0.62044570E+000     0.10366322E-001
     0.57192997E+001     0.15563006E+003    -0.60842625E+000     0.62525352E-002
     0.57268951E+001     0.15583674E+003    -0.60035040E+000     0.41780453E-002
     0.57344904E+001     0.15604342E+003    -0.59444728E+000     0.29789348E-002
     0.57420858E+001     0.15625010E+003    -0.58985975E+000     0.22273608E-002
     0.57496811E+001     0.15645678E+003    -0.58613623E+000     0.17246983E-002
     0.57572765E+001     0.15666346E+003    -0.58300553E+000     0.13661142E-002
     0.57648718E+001     0.15687014E+003    -0.58029535E+000     0.11025662E-002
     0.57724672E+001     0.15707682E+003    -0.57790448E+000     0.90539101E-003
     0.57800625E+001     0.15728350E+003    -0.57575453E+000     0.74565972E-003
     0.57876579E+001     0.15749018E+003    -0.57378533E+000     0.61958703E-003
     0.57952532E+001     0.15769686E+003    -0.57196901E+000     0.52030020E-003
     0.58028486E+001     0.15790354E+003    -0.57027391E+000     0.43733358E-003
     0.58104439E+001     0.15811022E+003    -0.56867634E+000     0.36870454E-003
     0.58180393E+001     0.15831690E+003    -0.56716322E+000     0.31597575E-003
     0.58256346E+001     0.15852358E+003    -0.56572365E+000     0.26784932E-003
     0.58332300E+001     0.15873026E+003    -0.56433712E+000     0.22778617E-003
     0.58408253E+001     0.15893694E+003    -0.56300389E+000     0.19672113E-003
     0.58484207E+001     0.15914362E+003    -0.56171100E+000     0.16751389E-003
     0.58560160E+001     0.15935030E+003    -0.56044886E+000     0.14362439E-003
     0.58636114E+001     0.15955698E+003    -0.55921310E+000     0.12958508E-003
     0.58712068E+001     0.15976366E+003    -0.55799932E+000     0.11989299E-003
     0.58788021E+001     0.15997034E+003    -0.55678730E+000     0.11790785E-003
     0.58863975E+001     0.16017702E+003    -0.55556795E+000     0.13825264E-003
     0.58939928E+001     0.16038370E+003    -0.55430418E+000     0.20110542E-003
     0.59015882E+001     0.16059038E+003    -0.55291571E+000     0.45397918E-003
     0.59091835E+001     0.16079706E+003    -0.55196933E+000     0.17237622E-002
     0.59167789E+001     0.16100374E+003    -0.55240491E+000     0.81689282E-003
     0.59243742E+001     0.16121042E+003    -0.55093726E+000     0.26709688E-003
     0.59319696E+001     0.16141710E+003    -0.54959375E+000     0.17265586E-003
     0.59395649E+001     0.16162378E+003    -0.54830919E+000     0.16671945E-003
     0.59471603E+001     0.16183046E+003    -0.54699956E+000     0.20288949E-003
     0.59547556E+001     0.16203714E+003    -0.54560895E+000     0.28885166E-003
     0.59623510E+001     0.16224382E+003    -0.54405725E+000     0.45161588E-003
     0.59699463E+001     0.16245050E+003    -0.54218503E+000     0.77922295E-003
     0.59775417E+001     0.16265718E+003    -0.53964921E+000     0.15863638E-002
     0.59851370E+001     0.16286386E+003    -0.53564798E+000     0.42979287E-002
     0.59927324E+001     0.16307054E+003    -0.53419732E+000     0.18029336E-001
     0.60003277E+001     0.16327722E+003    -0.55443111E+000     0.11000324E-001
     0.60079231E+001     0.16348390E+003    -0.54950399E+000     0.28221602E-002
     0.60155184E+001     0.16369058E+003    -0.54594408E+000     0.11708501E-002
     0.60231138E+001     0.16389726E+003    -0.54349386E+000     0.68294407E-003
     0.60307091E+001     0.16410394E+003    -0.54144843E+000     0.57115716E-003
     0.60383045E+001     0.16431062E+003    -0.53941004E+000     0.71842335E-003
     0.60458998E+001     0.16451730E+003    -0.53695192E+000     0.13884239E-002
     0.60534952E+001     0.16472398E+003    -0.53340247E+000     0.43072835E-002
     0.60610905E+001     0.16493066E+003    -0.53902850E+000     0.15401278E-001
     0.60686859E+001     0.16513734E+003    -0.54560602E+000     0.44334978E-002
     0.60762812E+001     0.16534402E+003    -0.54216833E+000     0.12816737E-002
     0.60838766E+001     0.16555070E+003    -0.53998366E+000     0.49076077E-003
     0.60914719E+001     0.16575738E+003    -0.53842066E+000     0.19050826E-003
     0.60990673E+001     0.16596406E+003    -0.53716550E+000     0.47311077E-004
     0.61066626E+001     0.16617074E+003    -0.53608157E+000    -0.34973713E-004
     0.61142580E+001     0.16637742E+003    -0.53510027E+000    -0.87022655E-004
     0.61218534E+001     0.16658410E+003    -0.53419152E+000    -0.11899087E-003
     0.61294487E+001     0.16679078E+003    -0.53333805E+000    -0.14619979E-003
     0.61370441E+001     0.16699746E+003    -0.53251623E+000    -0.16866438E-003
     0.61446394E+001     0.16720414E+003    -0.53172725E+000    -0.18289187E-003
     0.61522348E+001     0.16741082E+003    -0.53096305E+000    -0.19666745E-003
     0.61598301E+001     0.16761750E+003    -0.53021762E+000    -0.20779498E-003
     0.61674255E+001     0.16782418E+003    -0.52948997E+000    -0.21411512E-003
     0.61750208E+001     0.16803086E+003    -0.52878249E+000    -0.22050911E-003
     0.61826162E+001     0.16823754E+003    -0.52808385E+000    -0.22792925E-003
     0.61902115E+001     0.16844422E+003    -0.52740001E+000    -0.22956622E-003
     0.61978069E+001     0.16865090E+003    -0.52673014E+000    -0.23472652E-003
     0.62054022E+001     0.16885758E+003    -0.52606727E+000    -0.23932843E-003
     0.62129976E+001     0.16906426E+003    -0.52541472E+000    -0.24076622E-003
     0.62205929E+001     0.16927094E+003    -0.52477470E+000    -0.24242077E-003
     0.62281883E+001     0.16947762E+003    -0.52414099E+000    -0.24817802E-003
     0.62357836E+001     0.16968430E+003    -0.52351490E+000    -0.24849132E-003
     0.62433790E+001     0.16989098E+003    -0.52290060E+000    -0.25286529E-003
     0.62509743E+001     0.17009766E+003    -0.52228742E+000    -0.25859812E-003
     0.62585697E+001     0.17030434E+003    -0.52168139E+000    -0.25979590E-003
     0.62661650E+001     0.17051102E+003    -0.52108465E+000    -0.26006174E-003
     0.62737604E+001     0.17071770E+003    -0.52049337E+000    -0.26360121E-003
     0.62813557E+001     0.17092438E+003    -0.51990551E+000    -0.26123132E-003
     0.62889511E+001     0.17113106E+003    -0.51933190E+000    -0.25927483E-003
     0.62965464E+001     0.17133774E+003    -0.51876113E+000    -0.26212513E-003
     0.63041418E+001     0.17154442E+003    -0.51819574E+000    -0.26122008E-003
     0.63117371E+001     0.17175110E+003    -0.51763862E+000    -0.26137220E-003
     0.63193325E+001     0.17195778E+003    -0.51708597E+000    -0.26608658E-003
     0.63269278E+001     0.17216446E+003    -0.51653340E+000    -0.26751370E-003
     0.63345232E+001     0.17237114E+003    -0.51599173E+000    -0.26509690E-003
     0.63421185E+001     0.17257782E+003    -0.51545430E+000    -0.26930894E-003
     0.63497139E+001     0.17278450E+003    -0.51491822E+000    -0.26897286E-003
     0.63573093E+001     0.17299118E+003    -0.51439114E+000    -0.26765966E-003
     0.63649046E+001     0.17319786E+003    -0.51386974E+000    -0.26911645E-003
     0.63725000E+001     0.17340454E+003    -0.51334869E+000    -0.27067194E-003
     0.63800953E+001     0.17361122E+003    -0.51283558E+000    -0.26714812E-003
     0.63876907E+001     0.17381790E+003    -0.51232968E+000    -0.26905330E-003
     0.63952860E+001     0.17402458E+003    -0.51182319E+000    -0.26835921E-003
     0.64028814E+001     0.17423126E+003    -0.51132579E+000    -0.26501177E-003
     0.64104767E+001     0.17443794E+003    -0.51083428E+000    -0.26588501E-003
     0.64180721E+001     0.17464462E+003    -0.51034422E+000    -0.26849002E-003
     0.64256674E+001     0.17485130E+003    -0.50985774E+000    -0.26750261E-003
     0.64332628E+001     0.17505798E+003    -0.50937919E+000    -0.26897843E-003
     0.64408581E+001     0.17526466E+003    -0.50889851E+000    -0.27097969E-003
     0.64484535E+001     0.17547134E+003    -0.50842549E+000    -0.26764948E-003
     0.64560488E+001     0.17567802E+003    -0.50795792E+000    -0.26712827E-003
     0.64636442E+001     0.17588470E+003    -0.50749302E+000    -0.26613124E-003
     0.64712395E+001     0.17609138E+003    -0.50703254E+000    -0.26333107E-003
     0.64788349E+001     0.17629806E+003    -0.50658147E+000    -0.26166853E-003
     0.64864302E+001     0.17650474E+003    -0.50612953E+000    -0.26414565E-003
     0.64940256E+001     0.17671142E+003    -0.50568251E+000    -0.26145607E-003
     0.65016209E+001     0.17691810E+003    -0.50524114E+000    -0.26240508E-003
     0.65092163E+001     0.17712478E+003    -0.50480101E+000    -0.26301638E-003
     0.65168116E+001     0.17733146E+003    -0.50436512E+000    -0.26150899E-003
     0.65244070E+001     0.17753814E+003    -0.50393616E+000    -0.26033515E-003
     0.65320023E+001     0.17774482E+003    -0.50350768E+000    -0.26300936E-003
     0.65395977E+001     0.17795150E+003    -0.50308184E+000    -0.26038796E-003
     0.65471930E+001     0.17815818E+003    -0.50266460E+000    -0.25964057E-003
     0.65547884E+001     0.17836486E+003    -0.50224638E+000    -0.26069082E-003
     0.65623837E+001     0.17857154E+003    -0.50183287E+000    -0.25753629E-003
     0.65699791E+001     0.17877822E+003    -0.50142610E+000    -0.25427214E-003
     0.65775744E+001     0.17898490E+003    -0.50102325E+000    -0.25423144E-003
     0.65851698E+001     0.17919158E+003    -0.50062113E+000    -0.25080920E-003
     0.65927651E+001     0.17939826E+003    -0.50022913E+000    -0.24854741E-003
     0.66003605E+001     0.17960494E+003    -0.49983618E+000    -0.25234406E-003
     0.66079559E+001     0.17981162E+003    -0.49944494E+000    -0.25113757E-003
     0.66155512E+001     0.18001830E+003    -0.49905973E+000    -0.24986144E-003
     0.66231466E+001     0.18022498E+003    -0.49867777E+000    -0.25140716E-003
     0.66307419E+001     0.18043166E+003    -0.49829490E+000    -0.25055726E-003
     0.66383373E+001     0.18063834E+003    -0.49792104E+000    -0.24529253E-003
     0.66459326E+001     0.18084502E+003    -0.49755065E+000    -0.24646298E-003
     0.66535280E+001     0.18105170E+003    -0.49718027E+000    -0.24321721E-003
     0.66611233E+001     0.18125838E+003    -0.49681773E+000    -0.23998537E-003
     0.66687187E+001     0.18146506E+003    -0.49645887E+000    -0.24023405E-003
     0.66763140E+001     0.18167174E+003    -0.49609916E+000    -0.24055598E-003
     0.66839094E+001     0.18187842E+003    -0.49574496E+000    -0.23589835E-003
     0.66915047E+001     0.18208510E+003    -0.49539806E+000    -0.23767758E-003
     0.66991001E+001     0.18229178E+003    -0.49504848E+000    -0.23772378E-003
     0.67066954E+001     0.18249846E+003    -0.49470558E+000    -0.23517833E-003
     0.67142908E+001     0.18270514E+003    -0.49436609E+000    -0.23531288E-003
     0.67218861E+001     0.18291182E+003    -0.49402684E+000    -0.23589286E-003
     0.67294815E+001     0.18311850E+003    -0.49369053E+000    -0.23175218E-003
     0.67370768E+001     0.18332518E+003    -0.49336222E+000    -0.22999237E-003
     0.67446722E+001     0.18353186E+003    -0.49303205E+000    -0.22902751E-003
     0.67522675E+001     0.18373854E+003    -0.49270850E+000    -0.22318094E-003
     0.67598629E+001     0.18394522E+003    -0.49239161E+000    -0.22151846E-003
     0.67674582E+001     0.18415190E+003    -0.49207596E+000    -0.22083896E-003
     0.67750536E+001     0.18435858E+003    -0.49176216E+000    -0.21954478E-003
     0.67826489E+001     0.18456526E+003    -0.49145467E+000    -0.21886433E-003
     0.67902443E+001     0.18477194E+003    -0.49114569E+000    -0.22160601E-003
     0.67978396E+001     0.18497862E+003    -0.49083960E+000    -0.21812971E-003
     0.68054350E+001     0.18518530E+003    -0.49053939E+000    -0.21767397E-003
     0.68130303E+001     0.18539198E+003    -0.49023890E+000    -0.21683074E-003
     0.68206257E+001     0.18559866E+003    -0.48994244E+000    -0.21365680E-003
     0.68282210E+001     0.18580534E+003    -0.48965253E+000    -0.20978086E-003
     0.68358164E+001     0.18601202E+003    -0.48936445E+000    -0.21007928E-003
     0.68434118E+001     0.18621870E+003    -0.48907767E+000    -0.20609421E-003
     0.68510071E+001     0.18642538E+003    -0.48879914E+000    -0.20395805E-003
     0.68586025E+001     0.18663206E+003    -0.48851926E+000    -0.20388435E-003
     0.68661978E+001     0.18683874E+003    -0.48824333E+000    -0.20060448E-003
     0.68737932E+001     0.18704542E+003    -0.48797263E+000    -0.19872530E-003
     0.68813885E+001     0.18725210E+003    -0.48770401E+000    -0.20040785E-003
     0.68889839E+001     0.18745878E+003    -0.48743402E+000    -0.19897178E-003
     0.68965792E+001     0.18766546E+003    -0.48717258E+000    -0.19561198E-003
     0.69041746E+001     0.18787214E+003    -0.48690992E+000    -0.19734399E-003
     0.69117699E+001     0.18807882E+003    -0.48664957E+000    -0.19341532E-003
     0.69193653E+001     0.18828550E+003    -0.48639531E+000    -0.18932109E-003
     0.69269606E+001     0.18849218E+003    -0.48614494E+000    -0.18755644E-003
     0.69345560E+001     0.18869886E+003    -0.48589419E+000    -0.18487608E-003
     0.69421513E+001     0.18890554E+003    -0.48565226E+000    -0.17943738E-003
     0.69497467E+001     0.18911222E+003    -0.48541236E+000    -0.18174448E-003
     0.69573420E+001     0.18931890E+003    -0.48517017E+000    -0.18070951E-003
     0.69649374E+001     0.18952558E+003    -0.48493408E+000    -0.17842797E-003
     0.69725327E+001     0.18973226E+003    -0.48470059E+000    -0.17913664E-003
     0.69801281E+001     0.18993894E+003    -0.48446617E+000    -0.17914052E-003
     0.69877234E+001     0.19014562E+003    -0.48423590E+000    -0.17369168E-003
     0.69953188E+001     0.19035230E+003    -0.48401187E+000    -0.17307660E-003
     0.70029141E+001     0.19055898E+003    -0.48378494E+000    -0.17117659E-003
     0.70105095E+001     0.19076566E+003    -0.48356554E+000    -0.16570411E-003
     0.70181048E+001     0.19097234E+003    -0.48334981E+000    -0.16420232E-003
     0.70257002E+001     0.19117902E+003    -0.48313396E+000    -0.16318215E-003
     0.70332955E+001     0.19138570E+003    -0.48292022E+000    -0.15853653E-003
     0.70408909E+001     0.19159238E+003    -0.48271453E+000    -0.15599454E-003
     0.70484862E+001     0.19179906E+003    -0.48250556E+000    -0.15640840E-003
     0.70560816E+001     0.19200574E+003    -0.48230063E+000    -0.15228732E-003
     0.70636769E+001     0.19221242E+003    -0.48209954E+000    -0.15229798E-003
     0.70712723E+001     0.19241910E+003    -0.48189746E+000    -0.15177203E-003
     0.70788676E+001     0.19262578E+003    -0.48169590E+000    -0.14875469E-003
     0.70864630E+001     0.19283246E+003    -0.48149959E+000    -0.14486886E-003
     0.70940584E+001     0.19303914E+003    -0.48130147E+000    -0.14453935E-003
     0.71016537E+001     0.19324582E+003    -0.48110426E+000    -0.13764761E-003
     0.71092491E+001     0.19345250E+003    -0.48091265E+000    -0.13336831E-003
     0.71168444E+001     0.19365918E+003    -0.48071782E+000    -0.12927664E-003
     0.71244398E+001     0.19386587E+003    -0.48052216E+000    -0.12438826E-003
     0.71320351E+001     0.19407255E+003    -0.48032564E+000    -0.11801674E-003
     0.71396305E+001     0.19427923E+003    -0.48012186E+000    -0.11387775E-003
     0.71472258E+001     0.19448591E+003    -0.47990590E+000    -0.10167822E-003
     0.71548212E+001     0.19469259E+003    -0.47967854E+000    -0.84474099E-004
     0.71624165E+001     0.19489927E+003    -0.47941644E+000    -0.55502469E-004
     0.71700119E+001     0.19510595E+003    -0.47909287E+000     0.12844677E-004
     0.71776072E+001     0.19531263E+003    -0.47863348E+000     0.20310096E-003
     0.71852026E+001     0.19551931E+003    -0.47793682E+000     0.10537039E-002
     0.71927979E+001     0.19572599E+003    -0.48015990E+000     0.26746260E-002
     0.72003933E+001     0.19593267E+003    -0.48041981E+000     0.57561796E-003
     0.72079886E+001     0.19613935E+003    -0.47983531E+000     0.13475062E-003
     0.72155840E+001     0.19634603E+003    -0.47946506E+000     0.15555891E-004
     0.72231793E+001     0.19655271E+003    -0.47919948E+000    -0.31165208E-004
     0.72307747E+001     0.19675939E+003    -0.47898361E+000    -0.55938538E-004
     0.72383700E+001     0.19696607E+003    -0.47879238E+000    -0.69937774E-004
     0.72459654E+001     0.19717275E+003    -0.47862255E+000    -0.74603395E-004
     0.72535607E+001     0.19737943E+003    -0.47846544E+000    -0.82977522E-004
     0.72611561E+001     0.19758611E+003    -0.47831310E+000    -0.85102790E-004
     0.72687514E+001     0.19779279E+003    -0.47817237E+000    -0.84455146E-004
     0.72763468E+001     0.19799947E+003    -0.47803811E+000    -0.85517664E-004
     0.72839421E+001     0.19820615E+003    -0.47790724E+000    -0.85221177E-004
     0.72915375E+001     0.19841283E+003    -0.47778355E+000    -0.79610128E-004
     0.72991328E+001     0.19861951E+003    -0.47766810E+000    -0.79384168E-004
     0.73067282E+001     0.19882619E+003    -0.47755016E+000    -0.79422911E-004
     0.73143235E+001     0.19903287E+003    -0.47743966E+000    -0.75462053E-004
     0.73219189E+001     0.19923955E+003    -0.47733348E+000    -0.75758725E-004
     0.73295142E+001     0.19944623E+003    -0.47722848E+000    -0.76055845E-004
     0.73371096E+001     0.19965291E+003    -0.47712562E+000    -0.73114007E-004
     0.73447050E+001     0.19985959E+003    -0.47703107E+000    -0.72060682E-004
     0.73523003E+001     0.20006627E+003    -0.47693408E+000    -0.73226470E-004
     0.73598957E+001     0.20027295E+003    -0.47684176E+000    -0.68223222E-004
     0.73674910E+001     0.20047963E+003    -0.47675506E+000    -0.67122846E-004
     0.73750864E+001     0.20068631E+003    -0.47666869E+000    -0.66188619E-004
     0.73826817E+001     0.20089299E+003    -0.47658436E+000    -0.62400835E-004
     0.73902771E+001     0.20109967E+003    -0.47650713E+000    -0.57867779E-004
     0.73978724E+001     0.20130635E+003    -0.47643100E+000    -0.57889831E-004
     0.74054678E+001     0.20151303E+003    -0.47635691E+000    -0.53527327E-004
     0.74130631E+001     0.20171971E+003    -0.47629024E+000    -0.52460661E-004
     0.74206585E+001     0.20192639E+003    -0.47622206E+000    -0.52776564E-004
     0.74282538E+001     0.20213307E+003    -0.47615605E+000    -0.51147001E-004
     0.74358492E+001     0.20233975E+003    -0.47609437E+000    -0.49011969E-004
     0.74434445E+001     0.20254643E+003    -0.47603464E+000    -0.49709858E-004
     0.74510399E+001     0.20275311E+003    -0.47597391E+000    -0.45942780E-004
     0.74586352E+001     0.20295979E+003    -0.47592195E+000    -0.41511526E-004
     0.74662306E+001     0.20316647E+003    -0.47586979E+000    -0.39885144E-004
     0.74738259E+001     0.20337315E+003    -0.47582162E+000    -0.35266056E-004
     0.74814213E+001     0.20357983E+003    -0.47577840E+000    -0.31803802E-004
     0.74890166E+001     0.20378651E+003    -0.47573764E+000    -0.31265416E-004
     0.74966120E+001     0.20399319E+003    -0.47569611E+000    -0.29519293E-004
     0.75042073E+001     0.20419987E+003    -0.47566259E+000    -0.25689840E-004
     0.75118027E+001     0.20440655E+003    -0.47562922E+000    -0.27474224E-004
     0.75193980E+001     0.20461323E+003    -0.47559554E+000    -0.24724673E-004
     0.75269934E+001     0.20481991E+003    -0.47556782E+000    -0.22660034E-004
     0.75345887E+001     0.20502659E+003    -0.47554195E+000    -0.21967639E-004
     0.75421841E+001     0.20523327E+003    -0.47551556E+000    -0.20927563E-004
     0.75497794E+001     0.20543995E+003    -0.47549516E+000    -0.15141448E-004
     0.75573748E+001     0.20564663E+003    -0.47547812E+000    -0.15486905E-004
     0.75649701E+001     0.20585331E+003    -0.47545962E+000    -0.11395210E-004
     0.75725655E+001     0.20605999E+003    -0.47544937E+000    -0.57273901E-005
     0.75801609E+001     0.20626667E+003    -0.47544227E+000    -0.38902738E-005
     0.75877562E+001     0.20647335E+003    -0.47543493E+000    -0.34304097E-005
     0.75953516E+001     0.20668003E+003    -0.47543138E+000     0.68213482E-006
     0.76029469E+001     0.20688671E+003    -0.47543349E+000    -0.25100252E-012
     0.76105423E+001     0.20709339E+003    -0.47543138E+000    -0.68213548E-006
     0.76181376E+001     0.20730007E+003    -0.47543493E+000     0.34304101E-005
     0.76257330E+001     0.20750675E+003    -0.47544227E+000     0.38902736E-005
     0.76333283E+001     0.20771343E+003    -0.47544937E+000     0.57273889E-005
     0.76409237E+001     0.20792011E+003    -0.47545962E+000     0.11395211E-004
     0.76485190E+001     0.20812679E+003    -0.47547812E+000     0.15486906E-004
     0.76561144E+001     0.20833347E+003    -0.47549516E+000     0.15141449E-004
     0.76637097E+001     0.20854015E+003    -0.47551556E+000     0.20927566E-004
     0.76713051E+001     0.20874683E+003    -0.47554195E+000     0.21967640E-004
     0.76789004E+001     0.20895351E+003    -0.47556782E+000     0.22660033E-004
     0.76864958E+001     0.20916019E+003    -0.47559554E+000     0.24724672E-004
     0.76940911E+001     0.20936687E+003    -0.47562922E+000     0.27474224E-004
     0.77016865E+001     0.20957355E+003    -0.47566259E+000     0.25689840E-004
     0.77092818E+001     0.20978023E+003    -0.47569611E+000     0.29519296E-004
     0.77168772E+001     0.20998691E+003    -0.47573764E+000     0.31265416E-004
     0.77244725E+001     0.21019359E+003    -0.47577840E+000     0.31803801E-004
     0.77320679E+001     0.21040027E+003    -0.47582162E+000     0.35266056E-004
     0.77396632E+001     0.21060695E+003    -0.47586979E+000     0.39885145E-004
     0.77472586E+001     0.21081363E+003    -0.47592195E+000     0.41511525E-004
     0.77548539E+001     0.21102031E+003    -0.47597391E+000     0.45942780E-004
     0.77624493E+001     0.21122699E+003    -0.47603464E+000     0.49709858E-004
     0.77700446E+001     0.21143367E+003    -0.47609437E+000     0.49011968E-004
     0.77776400E+001     0.21164035E+003    -0.47615605E+000     0.51147001E-004
     0.77852353E+001     0.21184703E+003    -0.47622206E+000     0.52776564E-004
     0.77928307E+001     0.21205371E+003    -0.47629024E+000     0.52460659E-004
     0.78004260E+001     0.21226039E+003    -0.47635691E+000     0.53527327E-004
     0.78080214E+001     0.21246707E+003    -0.47643100E+000     0.57889830E-004
     0.78156167E+001     0.21267375E+003    -0.47650713E+000     0.57867780E-004
     0.78232121E+001     0.21288043E+003    -0.47658436E+000     0.62400835E-004
     0.78308075E+001     0.21308711E+003    -0.47666869E+000     0.66188617E-004
     0.78384028E+001     0.21329379E+003    -0.47675506E+000     0.67122847E-004
     0.78459982E+001     0.21350047E+003    -0.47684176E+000     0.68223222E-004
     0.78535935E+001     0.21370715E+003    -0.47693408E+000     0.73226471E-004
     0.78611889E+001     0.21391383E+003    -0.47703107E+000     0.72060681E-004
     0.78687842E+001     0.21412051E+003    -0.47712562E+000     0.73114009E-004
     0.78763796E+001     0.21432719E+003    -0.47722848E+000     0.76055846E-004
     0.78839749E+001     0.21453387E+003    -0.47733348E+000     0.75758727E-004
     0.78915703E+001     0.21474055E+003    -0.47743966E+000     0.75462052E-004
     0.78991656E+001     0.21494723E+003    -0.47755016E+000     0.79422912E-004
     0.79067610E+001     0.21515391E+003    -0.47766810E+000     0.79384168E-004
     0.79143563E+001     0.21536059E+003    -0.47778355E+000     0.79610129E-004
     0.79219517E+001     0.21556727E+003    -0.47790724E+000     0.85221176E-004
     0.79295470E+001     0.21577395E+003    -0.47803811E+000     0.85517664E-004
     0.79371424E+001     0.21598063E+003    -0.47817237E+000     0.84455147E-004
     0.79447377E+001     0.21618731E+003    -0.47831310E+000     0.85102788E-004
     0.79523331E+001     0.21639399E+003    -0.47846544E+000     0.82977525E-004
     0.79599284E+001     0.21660067E+003    -0.47862255E+000     0.74603395E-004
     0.79675238E+001     0.21680735E+003    -0.47879238E+000     0.69937774E-004
     0.79751191E+001     0.21701403E+003    -0.47898361E+000     0.55938538E-004
     0.79827145E+001     0.21722071E+003    -0.47919948E+000     0.31165209E-004
     0.79903098E+001     0.21742739E+003    -0.47946506E+000    -0.15555891E-004
     0.79979052E+001     0.21763407E+003    -0.47983531E+000    -0.13475062E-003
     0.80055005E+001     0.21784075E+003    -0.48041981E+000    -0.57561796E-003
     0.80130959E+001     0.21804743E+003    -0.48015990E+000    -0.26746260E-002
     0.80206912E+001     0.21825411E+003    -0.47793682E+000    -0.10537039E-002
     0.80282866E+001     0.21846079E+003    -0.47863348E+000    -0.20310096E-003
     0.80358819E+001     0.21866747E+003    -0.47909287E+000    -0.12844677E-004
     0.80434773E+001     0.21887415E+003    -0.47941644E+000     0.55502469E-004
     0.80510726E+001     0.21908083E+003    -0.47967854E+000     0.84474099E-004
     0.80586680E+001     0.21928751E+003    -0.47990590E+000     0.10167822E-003
     0.80662634E+001     0.21949419E+003    -0.48012186E+000     0.11387775E-003
     0.80738587E+001     0.21970087E+003    -0.48032564E+000     0.11801674E-003
     0.80814541E+001     0.21990755E+003    -0.48052216E+000     0.12438826E-003
     0.80890494E+001     0.22011423E+003    -0.48071782E+000     0.12927664E-003
     0.80966448E+001     0.22032091E+003    -0.48091265E+000     0.13336831E-003
     0.81042401E+001     0.22052759E+003    -0.48110426E+000     0.13764761E-003
     0.81118355E+001     0.22073427E+003    -0.48130147E+000     0.14453935E-003
     0.81194308E+001     0.22094095E+003    -0.48149959E+000     0.14486886E-003
     0.81270262E+001     0.22114763E+003    -0.48169590E+000     0.14875469E-003
     0.81346215E+001     0.22135431E+003    -0.48189746E+000     0.15177203E-003
     0.81422169E+001     0.22156099E+003    -0.48209954E+000     0.15229798E-003
     0.81498122E+001     0.22176767E+003    -0.48230063E+000     0.15228732E-003
     0.81574076E+001     0.22197435E+003    -0.48250556E+000     0.15640839E-003
     0.81650029E+001     0.22218103E+003    -0.48271453E+000     0.15599454E-003
     0.81725983E+001     0.22238771E+003    -0.48292022E+000     0.15853653E-003
     0.81801936E+001     0.22259439E+003    -0.48313396E+000     0.16318215E-003
     0.81877890E+001     0.22280107E+003    -0.48334981E+000     0.16420232E-003
     0.81953843E+001     0.22300775E+003    -0.48356554E+000     0.16570411E-003
     0.82029797E+001     0.22321443E+003    -0.48378494E+000     0.17117659E-003
     0.82105750E+001     0.22342111E+003    -0.48401187E+000     0.17307660E-003
     0.82181704E+001     0.22362779E+003    -0.48423590E+000     0.17369168E-003
     0.82257657E+001     0.22383447E+003    -0.48446617E+000     0.17914052E-003
     0.82333611E+001     0.22404115E+003    -0.48470059E+000     0.17913664E-003
     0.82409564E+001     0.22424783E+003    -0.48493408E+000     0.17842797E-003
     0.82485518E+001     0.22445451E+003    -0.48517017E+000     0.18070951E-003
     0.82561471E+001     0.22466119E+003    -0.48541236E+000     0.18174448E-003
     0.82637425E+001     0.22486787E+003    -0.48565226E+000     0.17943738E-003
     0.82713378E+001     0.22507455E+003    -0.48589419E+000     0.18487609E-003
     0.82789332E+001     0.22528123E+003    -0.48614494E+000     0.18755644E-003
