#      omega [at.u.]      x,real [at.u.]      x,imag [at.u.]      y,real [at.u.]      y,imag [at.u.]      z,real [at.u.]      z,imag [at.u.]
     0.37235831E+000    -0.31415918E-002     0.18861082E-002     0.11901688E-006    -0.36848629E-006    -0.63695070E-006    -0.38164858E-006
     0.37995746E+000    -0.12705543E-002     0.93190440E-003     0.43314537E-007    -0.32879219E-006    -0.13711428E-006    -0.11622846E-006
     0.38755661E+000    -0.88585383E-004     0.65103668E-003     0.35475465E-006    -0.42556361E-006     0.32838828E-006    -0.68387611E-007
     0.39515576E+000     0.89984228E-003     0.69045521E-003     0.11696150E-006    -0.36216780E-007     0.16910707E-006     0.12475464E-006
     0.40275491E+000     0.20046074E-002     0.14649696E-002     0.66123682E-007    -0.29969942E-006     0.53199040E-006     0.76800613E-006
     0.41035406E+000     0.63297288E-004     0.37870237E-002     0.33284750E-006    -0.33845441E-006    -0.26134413E-006     0.13133701E-005
     0.41795321E+000    -0.65162756E-003     0.11089034E-002     0.64915390E-006     0.20188783E-007    -0.22106704E-005     0.16415994E-005
     0.42555236E+000     0.19435389E-003     0.48398886E-003     0.30793865E-006     0.29006664E-006    -0.15379233E-005    -0.17513818E-005
     0.43315151E+000     0.76146837E-003     0.32420094E-003     0.18932837E-006     0.17823252E-006     0.29302117E-006    -0.49889206E-006
     0.44075066E+000     0.12171480E-002     0.28288776E-003     0.80089983E-007     0.25047706E-006    -0.16876177E-006    -0.43279929E-007
     0.44834980E+000     0.16665630E-002     0.31509848E-003    -0.45570327E-009     0.35258182E-006    -0.58610202E-006    -0.41278818E-006
     0.45594895E+000     0.22215827E-002     0.49628456E-003    -0.48569943E-006    -0.20746663E-006     0.36762851E-006    -0.58256188E-006
     0.46354810E+000     0.29476389E-002     0.14415957E-002     0.72960528E-007    -0.13590137E-006    -0.34868229E-007     0.41425091E-006
     0.47114725E+000     0.65071335E-003     0.24137845E-002     0.41458990E-007    -0.59357380E-007    -0.74847945E-006    -0.50995594E-007
     0.47874640E+000     0.90462090E-003     0.71386145E-003     0.16820038E-006     0.30091467E-007    -0.84493062E-006    -0.16865336E-005
     0.48634555E+000     0.15423803E-002     0.41375299E-003    -0.10314643E-006     0.33154743E-006     0.13285763E-005    -0.36895533E-006
     0.49394470E+000     0.19447997E-002     0.41886769E-003    -0.44757277E-006    -0.45755719E-006    -0.36579090E-006    -0.42318085E-006
     0.50154385E+000     0.23122123E-002     0.32452941E-003     0.42654535E-007    -0.20806005E-006     0.31964150E-005     0.81670421E-006
     0.50914300E+000     0.27690988E-002     0.33400011E-003     0.12749498E-006    -0.30611816E-007    -0.26499027E-006     0.20897936E-005
     0.51674215E+000     0.32946986E-002     0.40960572E-003     0.29480491E-007    -0.15546199E-007    -0.57149089E-006     0.67433428E-006
     0.52434130E+000     0.39841552E-002     0.59300461E-003    -0.28598835E-007     0.15552075E-008    -0.68773652E-006    -0.60553678E-007
     0.53194045E+000     0.50310337E-002     0.11343766E-002    -0.45569933E-007    -0.58411410E-007    -0.18741862E-006     0.24610375E-006
     0.53953960E+000     0.61094934E-002     0.36823145E-002    -0.59030184E-007    -0.72018427E-007    -0.11935393E-006     0.23596835E-006
     0.54713874E+000     0.21988046E-002     0.35043363E-002    -0.24507990E-006    -0.14050517E-006    -0.35138974E-006     0.55295620E-006
     0.55473789E+000     0.41499131E-002     0.19648539E-002    -0.21389779E-006    -0.61717625E-006    -0.41468041E-006     0.10550185E-007
     0.56233704E+000     0.69290276E-002     0.36209440E-002     0.14408311E-005    -0.20501355E-006    -0.36564313E-006    -0.65152185E-007
     0.56993619E+000     0.42417686E-002     0.12208096E-001    -0.75898005E-007     0.65286662E-006    -0.78037341E-006     0.37154530E-006
     0.57753534E+000    -0.22387077E-002     0.46844341E-002    -0.25222882E-006     0.21424912E-008    -0.30237640E-006    -0.57285628E-006
     0.58513449E+000     0.33491103E-003     0.25532624E-002    -0.45020505E-007    -0.15899779E-006     0.65461374E-007    -0.30694368E-006
     0.59273364E+000     0.25963816E-002     0.24322698E-002    -0.47405143E-008     0.37329016E-007     0.71262887E-007    -0.31924758E-008
     0.60033279E+000     0.38893125E-002     0.32247096E-002    -0.79198266E-007    -0.15481321E-007    -0.38142484E-007    -0.20402197E-007
     0.60793194E+000     0.62111285E-002     0.76078132E-002    -0.18448480E-006    -0.34088716E-007    -0.11601494E-006    -0.64034672E-008
     0.61553109E+000     0.43691245E-003     0.74260292E-002    -0.19222564E-006    -0.23776497E-006    -0.10877912E-006    -0.23988067E-006
     0.62313024E+000     0.25232382E-002     0.11713453E-001    -0.58158887E-007    -0.51411299E-006     0.26606001E-006    -0.26067607E-007
     0.63072939E+000    -0.74398964E-002     0.68933050E-002     0.88774775E-006    -0.26352714E-006     0.13076752E-006     0.69205293E-007
     0.63832854E+000    -0.38809490E-002     0.24554600E-002     0.41525268E-007     0.37860314E-006     0.22562182E-006     0.40106613E-006
     0.64592768E+000    -0.85178433E-003     0.21077713E-002    -0.91371499E-007     0.91316390E-007    -0.32263974E-006     0.35074848E-006
     0.65352683E+000     0.23537352E-002     0.47491569E-002    -0.35798165E-007    -0.39180827E-007    -0.10402688E-006     0.27819879E-006
     0.66112598E+000    -0.51810259E-002     0.11605827E-001    -0.12244996E-007    -0.73324216E-008    -0.53558663E-006     0.40980437E-006
     0.66872513E+000    -0.69754714E-002     0.31818324E-002    -0.35865189E-007    -0.58984739E-007    -0.30624619E-006     0.26408638E-006
     0.67632428E+000    -0.46284816E-002     0.14347270E-002    -0.65514060E-009    -0.46722197E-007    -0.15546512E-005     0.71145570E-006
     0.68392343E+000    -0.31818465E-002     0.16266649E-002    -0.39167529E-007     0.44427447E-007    -0.46424144E-005    -0.35794868E-005
     0.69152258E+000    -0.39185275E-002     0.14476375E-002    -0.15291680E-006     0.45933285E-007     0.30503651E-005    -0.22618438E-005
     0.69912173E+000    -0.31246945E-002     0.61014384E-003    -0.48850774E-006    -0.16983595E-006     0.15628498E-005     0.73465916E-006
     0.70672088E+000    -0.24125750E-002     0.53343952E-003    -0.12611042E-006    -0.89301822E-006     0.12236122E-006    -0.84960905E-007
     0.71432003E+000    -0.23575643E-002     0.82587077E-003     0.54304036E-006    -0.50086911E-006     0.12918152E-005    -0.11603092E-005
     0.72191918E+000    -0.21817352E-002     0.34503620E-003     0.36303738E-006    -0.56529641E-007     0.22482502E-005     0.13247023E-005
     0.72951833E+000    -0.18092710E-002     0.21501023E-003     0.46021640E-006    -0.94633108E-007     0.16797316E-006     0.16976439E-005
     0.73711748E+000    -0.15181940E-002     0.16809478E-003     0.36626573E-006     0.28739470E-006    -0.38627091E-006     0.78542160E-006
     0.74471662E+000    -0.12674513E-002     0.14480051E-003    -0.49833715E-007     0.26014372E-006    -0.40915937E-006     0.82353284E-006
     0.75231577E+000    -0.10424691E-002     0.13804024E-003    -0.46265002E-007    -0.33134433E-008    -0.35964559E-006     0.14972215E-006
     0.75991492E+000    -0.82474533E-003     0.14192451E-003    -0.26984274E-007     0.27007659E-009    -0.40188739E-006     0.16383701E-007
     0.76751407E+000    -0.59357169E-003     0.17433519E-003    -0.12936810E-007    -0.28246728E-007     0.11476452E-006     0.30879480E-007
     0.77511322E+000    -0.36759627E-003     0.35329729E-003    -0.87062754E-007    -0.18406437E-007     0.72789065E-007     0.26413961E-006
     0.78271237E+000    -0.52012544E-003     0.33807731E-003    -0.21608723E-006    -0.29347427E-006    -0.12678057E-006     0.25861351E-006
     0.79031152E+000    -0.25822087E-003     0.19733774E-003     0.12436402E-006    -0.73954031E-006    -0.93313932E-007     0.18486781E-006
     0.79791067E+000     0.29311411E-004     0.19611023E-003     0.93730786E-006     0.19737067E-006    -0.54798314E-007     0.75342329E-007
     0.80550982E+000     0.36015496E-003     0.23600587E-003     0.20696359E-006     0.36377256E-006     0.10757761E-006     0.14864832E-006
     0.81310897E+000     0.92167748E-003     0.38456144E-003     0.23341187E-006     0.14709676E-006    -0.10103339E-007     0.25664175E-006
     0.82070812E+000     0.10733870E-002     0.93987777E-003     0.13920864E-006     0.47081058E-006     0.81582343E-007    -0.30326715E-007
     0.82830727E+000     0.19555733E-002     0.13496394E-002    -0.33247458E-006     0.21037457E-006     0.48675627E-006     0.80966036E-006
     0.83590642E+000     0.14648724E-002     0.41086222E-002    -0.19643593E-006    -0.62345365E-007     0.63268241E-006     0.54125039E-006
     0.84350556E+000     0.62961439E-003     0.28780514E-002    -0.90481722E-007    -0.20442202E-006    -0.81483327E-006     0.94138227E-006
     0.85110471E+000    -0.49533229E-003     0.69449483E-002     0.16957853E-006    -0.14880882E-006    -0.42775694E-006     0.32855828E-006
     0.85870386E+000    -0.43415786E-002     0.28171462E-002     0.73596293E-007    -0.24390105E-007    -0.68277978E-006     0.85518754E-006
     0.86630301E+000    -0.33613921E-002     0.99997935E-003     0.10527898E-006    -0.35536922E-007    -0.75252337E-006    -0.42466433E-006
     0.87390216E+000    -0.25285496E-002     0.43560492E-003     0.12679833E-006     0.10995134E-007    -0.11517321E-006     0.36884346E-007
     0.88150131E+000    -0.19761035E-002     0.15966785E-003     0.69334795E-007     0.41476261E-007    -0.32819591E-006     0.75424790E-006
     0.88910046E+000    -0.15200948E-002     0.19041654E-003     0.24926718E-007     0.22867598E-007    -0.71668444E-006     0.11180426E-006
     0.89669961E+000    -0.14223698E-002     0.22449594E-003     0.22499649E-007    -0.33702556E-008    -0.74234008E-006     0.14826702E-006
     0.90429876E+000    -0.12427169E-002     0.11697905E-003     0.28684539E-007    -0.32795128E-007    -0.10267890E-005    -0.19443576E-006
     0.91189791E+000    -0.10747245E-002     0.84347252E-004     0.37110464E-007    -0.39539377E-007    -0.23707761E-006    -0.48051183E-006
     0.91949706E+000    -0.93754019E-003     0.68284386E-004     0.50346635E-007    -0.69124795E-007    -0.59250801E-006    -0.52302433E-007
     0.92709621E+000    -0.81998008E-003     0.58381057E-004     0.63584076E-007    -0.11514765E-006    -0.57535445E-006    -0.10215039E-006
     0.93469536E+000    -0.71552049E-003     0.51895573E-004     0.17727768E-006    -0.17797613E-006    -0.15593042E-005    -0.31432783E-006
     0.94229450E+000    -0.61983379E-003     0.47920826E-004     0.54688002E-006    -0.15491738E-006     0.63376420E-007    -0.20728971E-005
     0.94989365E+000    -0.52937344E-003     0.47007042E-004     0.14153719E-006     0.58207579E-006     0.90946311E-007    -0.35263623E-006
     0.95749280E+000    -0.44446861E-003     0.56040873E-004    -0.93613596E-007     0.17553006E-006     0.26491673E-006    -0.10883044E-005
     0.96509195E+000    -0.38021194E-003     0.51294678E-004    -0.12478281E-006     0.17031813E-006     0.10193106E-005    -0.42178598E-006
     0.97269110E+000    -0.29471529E-003     0.45693137E-004    -0.16106555E-006    -0.68446783E-010     0.58547539E-006    -0.49246462E-008
     0.98029025E+000    -0.20656062E-003     0.48734952E-004     0.20912502E-007    -0.87539407E-007     0.33768081E-006     0.30977476E-006
     0.98788940E+000    -0.11001255E-003     0.59615496E-004     0.76998401E-007    -0.14394922E-007     0.12490177E-006     0.29052532E-006
     0.99548855E+000     0.72110031E-005     0.95625057E-004     0.33568209E-007     0.21519832E-007    -0.10869794E-006     0.18837692E-006
     0.10030877E+001     0.90870959E-004     0.26264089E-003     0.27801362E-007     0.22403159E-007    -0.13633559E-006     0.64531100E-007
     0.10106868E+001    -0.73374516E-005     0.18926267E-003     0.63304914E-007     0.17454158E-007    -0.11613193E-006    -0.10152620E-006
     0.10182860E+001     0.17164998E-003     0.23215351E-003     0.38311593E-007     0.53395040E-007     0.23057825E-007    -0.90816580E-007
     0.10258851E+001     0.55980587E-004     0.28705421E-003     0.89914107E-008     0.45767322E-007     0.42264492E-007    -0.21608822E-008
     0.10334843E+001     0.18327021E-003     0.25621592E-003     0.16372589E-007     0.21603022E-007     0.12060650E-007     0.91592040E-007
     0.10410834E+001     0.29155515E-003     0.20291412E-003     0.11146054E-007     0.24935577E-007    -0.83793063E-007    -0.16789807E-006
     0.10486826E+001     0.57903405E-003     0.39829141E-003     0.14019977E-007     0.82889419E-008    -0.30965846E-006    -0.23516645E-007
     0.10562817E+001     0.38415305E-004     0.92129366E-003     0.31675019E-007    -0.54425233E-008     0.11416422E-006    -0.13659564E-006
     0.10638809E+001    -0.19483597E-004     0.28136427E-003     0.94118591E-007     0.41476467E-007     0.90216518E-007    -0.59137034E-007
     0.10714800E+001     0.23856739E-003     0.15066289E-003    -0.22129652E-007     0.10882926E-006    -0.83052747E-008     0.49393989E-007
     0.10790792E+001     0.45011316E-003     0.12856326E-003    -0.22779999E-007    -0.11105295E-006     0.10364368E-006     0.12169600E-007
     0.10866783E+001     0.66384946E-003     0.14491136E-003     0.11415916E-006     0.76451908E-007    -0.11006304E-007     0.74379841E-007
     0.10942775E+001     0.91593276E-003     0.22617632E-003    -0.61908626E-007     0.18564712E-006     0.25441250E-007     0.83790941E-007
     0.11018766E+001     0.10265747E-002     0.39165093E-003     0.59748587E-007    -0.14662257E-006    -0.72738739E-007     0.10457691E-006
     0.11094758E+001     0.13802561E-002     0.37838235E-003    -0.76089520E-007     0.17805259E-006    -0.27059697E-006     0.92708078E-007
     0.11170749E+001     0.20358000E-002     0.76126332E-003    -0.13662779E-006    -0.38628206E-007     0.32540864E-007    -0.39318676E-006
     0.11246741E+001     0.24072715E-002     0.27971568E-002     0.20483681E-007    -0.69104671E-007     0.92620238E-007     0.12277709E-006
     0.11322732E+001    -0.61927864E-003     0.19324900E-002    -0.12297939E-007    -0.43562699E-007    -0.69197675E-007     0.23373089E-006
     0.11398724E+001     0.31557031E-003     0.69241172E-003    -0.24383557E-007    -0.10430982E-006    -0.15602630E-006    -0.11271661E-006
     0.11474715E+001     0.12139227E-002     0.56247501E-003     0.19174024E-006    -0.12149938E-006    -0.96618560E-007     0.14471445E-007
     0.11550707E+001     0.22232645E-002     0.78881142E-003     0.13058387E-006     0.26709889E-007    -0.10159182E-006     0.26824022E-007
     0.11626698E+001     0.38165124E-002     0.16880766E-002     0.93897756E-007     0.32494079E-007    -0.11028238E-006    -0.51757826E-007
     0.11702690E+001     0.61784008E-002     0.61834636E-002     0.76994382E-007     0.32188062E-007    -0.51858628E-007    -0.57254326E-007
     0.11778681E+001    -0.53152964E-002     0.10223371E-001     0.81690840E-007     0.22189846E-007    -0.38602657E-007     0.87453887E-008
     0.11854673E+001    -0.48604781E-002     0.26800790E-002     0.10442356E-006     0.68075467E-007    -0.10853477E-006    -0.10378835E-006
     0.11930664E+001    -0.29487655E-002     0.16511423E-002    -0.10424211E-006     0.89339363E-007    -0.37288392E-007     0.87827246E-007
     0.12006656E+001    -0.25019042E-002     0.12372892E-002     0.10287128E-006    -0.79947474E-007    -0.50081607E-007    -0.39350080E-007
     0.12082647E+001    -0.19211588E-002     0.15976053E-002     0.18338182E-006     0.84496131E-007     0.14280643E-007     0.10508944E-006
     0.12158639E+001    -0.26480502E-002     0.91350249E-003     0.55773392E-007     0.17493591E-006    -0.13053815E-006    -0.66724896E-007
     0.12234630E+001    -0.20597496E-002     0.37383015E-003    -0.36144338E-008     0.11887199E-006    -0.22532558E-007     0.21908469E-007
     0.12310622E+001    -0.16406079E-002     0.23837916E-003    -0.29555482E-007     0.10370110E-006    -0.70612498E-007     0.87046275E-007
     0.12386613E+001    -0.13288401E-002     0.19009142E-003    -0.35868926E-007     0.53875163E-007    -0.15081292E-006     0.40633833E-007
     0.12462605E+001    -0.10559135E-002     0.18517372E-003    -0.40292181E-007     0.56733291E-007    -0.14168304E-006     0.17535838E-008
     0.12538596E+001    -0.76883802E-003     0.25622494E-003    -0.35042503E-007     0.21126073E-007    -0.98838081E-007     0.29951738E-007
     0.12614588E+001    -0.64314887E-003     0.59432692E-003    -0.30226954E-007     0.10009804E-007    -0.14529617E-006    -0.23469661E-007
     0.12690579E+001    -0.56677880E-003     0.67056831E-003     0.27794076E-007    -0.31134613E-007     0.13990184E-006     0.11734677E-006
     0.12766571E+001    -0.12508119E-002     0.87677557E-003     0.53039459E-007     0.23987276E-007    -0.92903468E-006     0.83680677E-006
     0.12842562E+001    -0.10586453E-002     0.29584546E-003     0.30132144E-007     0.34632905E-007    -0.50040784E-006    -0.10082781E-005
     0.12918554E+001    -0.75266603E-003     0.20991149E-003     0.96342824E-007     0.42567863E-007     0.89529810E-007    -0.43183165E-006
     0.12994545E+001    -0.46844051E-003     0.32971683E-003     0.49698664E-008     0.14446108E-006    -0.21856046E-006    -0.29400220E-006
     0.13070537E+001    -0.74359887E-003     0.63740794E-003     0.38654774E-007     0.10145829E-006     0.13417281E-006    -0.52894007E-006
     0.13146528E+001    -0.68223069E-003     0.23948777E-003    -0.17392970E-006     0.25074326E-006     0.19839150E-006    -0.22644228E-006
     0.13222520E+001    -0.43520849E-003     0.16804717E-003    -0.20170941E-006    -0.54850880E-007     0.23331995E-006    -0.77203967E-007
     0.13298511E+001    -0.19806927E-003     0.17581325E-003    -0.27168027E-007    -0.59420445E-007     0.84566487E-007    -0.44751133E-007
     0.13374503E+001     0.79214061E-004     0.23945546E-003     0.72776692E-008     0.34724913E-008     0.12536095E-007    -0.59805339E-007
     0.13450494E+001     0.46075438E-003     0.38812527E-003    -0.23587659E-007     0.59748572E-008     0.11607583E-006    -0.87885628E-007
     0.13526486E+001     0.10906647E-002     0.95401138E-003    -0.46879710E-008    -0.13092864E-007     0.62538033E-007    -0.93399334E-007
     0.13602477E+001     0.11794224E-002     0.28999648E-002    -0.37715344E-007    -0.56845480E-009     0.28906996E-006     0.67300765E-007
     0.13678469E+001    -0.20997004E-002     0.22537782E-002     0.33231860E-007    -0.12423244E-007    -0.62649399E-007     0.24160291E-006
     0.13754460E+001    -0.11743556E-002     0.90890383E-003    -0.19690969E-008     0.15423961E-007    -0.58191263E-007     0.54416920E-007
     0.13830452E+001    -0.53920191E-003     0.15317061E-002     0.25878334E-007     0.20363432E-007    -0.97621237E-007     0.10596338E-006
     0.13906443E+001    -0.11789684E-002     0.13922166E-002     0.11641386E-007     0.32994683E-007    -0.18746487E-006    -0.44273134E-007
     0.13982435E+001    -0.18873438E-002     0.13826549E-002    -0.44912398E-007     0.66774217E-007    -0.15019597E-006    -0.13155982E-006
     0.14058426E+001    -0.14853032E-002     0.53430312E-003    -0.29921916E-007     0.10344918E-007     0.79696097E-007    -0.18020495E-006
     0.14134418E+001    -0.88170045E-003     0.59736794E-003    -0.28637740E-007     0.18921322E-007     0.69246865E-007    -0.44348072E-007
     0.14210409E+001    -0.10110851E-002     0.17571685E-002    -0.47427953E-007    -0.52956275E-008     0.78851863E-007     0.11322950E-007
     0.14286401E+001    -0.21023712E-002     0.70275962E-003    -0.17250718E-007    -0.23953521E-007     0.12123110E-008     0.82729368E-007
     0.14362392E+001    -0.16859055E-002     0.23851489E-003    -0.98446333E-008     0.62477467E-008    -0.11345067E-006     0.61908943E-007
     0.14438384E+001    -0.14306914E-002     0.12635772E-003    -0.34279094E-007     0.32719381E-008    -0.89116731E-007    -0.63648438E-007
     0.14514375E+001    -0.12667691E-002     0.83237690E-004    -0.41297178E-008    -0.22486644E-007    -0.35384661E-007     0.41221738E-007
     0.14590367E+001    -0.11478452E-002     0.61875581E-004     0.17810643E-007     0.76499413E-008    -0.20542185E-006     0.68545454E-007
     0.14666358E+001    -0.10539299E-002     0.49830212E-004     0.75677311E-008     0.27998590E-007    -0.22118366E-006    -0.18079402E-006
     0.14742350E+001    -0.97485220E-003     0.42798249E-004    -0.11189484E-007     0.35773369E-007    -0.43126809E-007    -0.21349773E-006
     0.14818341E+001    -0.90430686E-003     0.39239467E-004    -0.46386794E-007     0.22682152E-007     0.35520241E-007    -0.13692546E-006
     0.14894332E+001    -0.83718123E-003     0.39184474E-004    -0.36986807E-007    -0.20186937E-008     0.30697368E-007    -0.65867081E-007
     0.14970324E+001    -0.76731768E-003     0.45142090E-004    -0.31984398E-007    -0.37200402E-007     0.74397899E-007    -0.12927638E-006
     0.15046315E+001    -0.68532274E-003     0.70972084E-004     0.12093701E-007    -0.13164747E-007    -0.37892649E-007     0.14018762E-006
     0.15122307E+001    -0.63194424E-003     0.14134829E-003    -0.20907031E-007    -0.68557919E-008    -0.79229717E-007     0.14001376E-007
     0.15198298E+001    -0.53312059E-003     0.29869571E-003     0.68765760E-008    -0.11505743E-007    -0.62698345E-007    -0.44572449E-007
     0.15274290E+001    -0.93353921E-003     0.38320741E-003    -0.96795486E-008    -0.14896683E-007    -0.83523029E-007     0.55748991E-007
     0.15350281E+001    -0.86864153E-003     0.11570131E-003     0.12894724E-007    -0.15026149E-007    -0.24654635E-006    -0.11669029E-007
     0.15426273E+001    -0.75303401E-003     0.74718065E-004     0.12389927E-007    -0.11224243E-007    -0.13791943E-006    -0.28314563E-006
     0.15502264E+001    -0.65419323E-003     0.12727584E-003     0.89950517E-008    -0.28428681E-008     0.71603508E-007    -0.20492704E-006
     0.15578256E+001    -0.79934554E-003     0.21092921E-003     0.19458865E-007    -0.54481036E-008     0.46848804E-007    -0.12030951E-006
     0.15654247E+001    -0.77140183E-003     0.65999775E-004     0.19238231E-007     0.36151691E-008     0.31018010E-008    -0.60367780E-007
     0.15730239E+001    -0.70846998E-003     0.35521601E-004     0.18228494E-007     0.19243707E-007     0.65978755E-007    -0.78405146E-007
     0.15806230E+001    -0.66253618E-003     0.26255400E-004     0.29378399E-008     0.25903696E-007     0.28640132E-007    -0.41696223E-008
     0.15882222E+001    -0.62428841E-003     0.22697523E-004    -0.27218326E-008     0.73868946E-008     0.18729962E-008     0.88689460E-007
     0.15958213E+001    -0.58907256E-003     0.21751170E-004     0.11239165E-007     0.17335880E-007    -0.20444981E-006    -0.21156525E-007
     0.16034205E+001    -0.55389997E-003     0.22850176E-004    -0.56683991E-008     0.35058547E-008    -0.12334510E-006    -0.16261529E-006
     0.16110196E+001    -0.51566989E-003     0.26648765E-004     0.14377314E-007     0.18987596E-007    -0.88846620E-008    -0.17935314E-006
     0.16186188E+001    -0.46945198E-003     0.35758593E-004    -0.14883126E-007     0.22546985E-007     0.16468692E-007    -0.70355605E-007
     0.16262179E+001    -0.40476621E-003     0.59357319E-004    -0.44306395E-008     0.58358912E-008    -0.53394865E-007    -0.42439787E-007
     0.16338171E+001    -0.29746128E-003     0.14183721E-003    -0.11905169E-008     0.14484411E-007    -0.14595535E-006    -0.97273953E-007
     0.16414162E+001    -0.29170181E-003     0.55847312E-003     0.11153860E-007     0.32674919E-007    -0.15933296E-006    -0.24882091E-006
     0.16490154E+001    -0.87066515E-003     0.30884833E-003    -0.38053012E-007     0.36830675E-007     0.10083052E-006    -0.31862598E-006
     0.16566145E+001    -0.73946743E-003     0.86121931E-004    -0.31981226E-007     0.53970611E-008     0.14198144E-006    -0.11957057E-006
     0.16642137E+001    -0.65439669E-003     0.39242082E-004    -0.36651742E-007     0.85272289E-008     0.10231053E-006    -0.93187877E-007
     0.16718128E+001    -0.60340114E-003     0.23359540E-004    -0.24728311E-007    -0.47242633E-008     0.14748315E-006    -0.15482399E-006
     0.16794120E+001    -0.56803208E-003     0.16178457E-004    -0.30842729E-007    -0.36554923E-008    -0.18245415E-006     0.19088271E-006
     0.16870111E+001    -0.54089489E-003     0.12288833E-004    -0.25658077E-007    -0.24557189E-007    -0.13998266E-006    -0.14691003E-006
     0.16946103E+001    -0.51866891E-003     0.98983665E-005    -0.21997540E-007    -0.22072826E-007     0.38756901E-007    -0.22308406E-006
     0.17022094E+001    -0.49969814E-003     0.82680982E-005    -0.71395090E-008    -0.35504480E-007     0.12264481E-006    -0.20876690E-006
     0.17098086E+001    -0.48309277E-003     0.70371686E-005     0.76679548E-008    -0.17142902E-007     0.12627820E-006    -0.27062404E-007
     0.17174077E+001    -0.46838780E-003     0.59989257E-005    -0.79896871E-009    -0.14076372E-007     0.27691732E-007    -0.93474339E-007
     0.17250069E+001    -0.45537918E-003     0.49557266E-005     0.12608429E-007    -0.19554715E-007     0.42732910E-007    -0.13955779E-006
     0.17326060E+001    -0.44330411E-003     0.36903174E-005     0.11650517E-007    -0.11560503E-008     0.12303375E-006    -0.19002114E-006
     0.17402052E+001    -0.43232113E-003     0.53181502E-005    -0.18991094E-008    -0.55569860E-008     0.20627699E-006    -0.59580418E-007
     0.17478043E+001    -0.42378062E-003     0.19980503E-004    -0.43450788E-008    -0.21913605E-007     0.14144834E-006    -0.36263180E-007
     0.17554035E+001    -0.53217062E-003     0.65016509E-004     0.44807892E-007    -0.22921054E-007     0.14658301E-006     0.33532485E-007
     0.17630026E+001    -0.63909408E-003    -0.22052353E-003     0.42748756E-007     0.17405383E-007     0.45618414E-007     0.36130199E-007
     0.17706018E+001    -0.10185462E-003    -0.36281918E-003     0.20698485E-007     0.39440670E-007     0.30648846E-007    -0.18911479E-007
     0.17782009E+001    -0.83649616E-004    -0.61802803E-004    -0.69880098E-008     0.45895756E-007     0.46522883E-007    -0.49470825E-007
     0.17858001E+001    -0.98706424E-004     0.43668873E-004    -0.36021524E-007     0.37008939E-007     0.60041232E-007    -0.69916090E-007
     0.17933992E+001    -0.22268719E-003     0.11106545E-003    -0.44174923E-007    -0.79529551E-008     0.97569405E-007    -0.70751736E-007
     0.18009984E+001    -0.19755995E-003     0.56669306E-004    -0.11786309E-007    -0.18831100E-007     0.16327199E-006     0.19346937E-007
     0.18085975E+001    -0.16503995E-003     0.14099558E-003    -0.19149968E-007    -0.21795818E-008     0.11707193E-006     0.40153147E-007
     0.18161967E+001    -0.27691073E-003     0.91814256E-004    -0.19705409E-007    -0.17487343E-007     0.55766948E-007     0.23063707E-007
     0.18237958E+001    -0.21174712E-003     0.47747121E-004    -0.94060773E-008    -0.23813052E-007     0.89049054E-007     0.19671604E-007
     0.18313950E+001    -0.15189426E-003     0.84182041E-004     0.33722816E-008    -0.27919846E-007     0.36038907E-007     0.16823268E-006
     0.18389941E+001    -0.18985620E-003     0.83445556E-004     0.17121164E-007    -0.15533521E-007    -0.24121578E-007    -0.34573880E-007
     0.18465933E+001    -0.11686186E-003     0.53255946E-004     0.24714664E-007    -0.91783079E-008    -0.64218429E-007     0.69435366E-007
     0.18541924E+001    -0.20954715E-004     0.69406702E-004     0.10762198E-007     0.18509964E-007    -0.30535903E-007    -0.11431754E-006
     0.18617916E+001     0.12264408E-003     0.13232519E-003    -0.17803542E-007     0.15273974E-007     0.20225369E-007    -0.97972597E-007
     0.18693907E+001     0.36169401E-003     0.40257363E-003    -0.70532198E-008    -0.18824851E-007     0.93484793E-007    -0.34447584E-007
     0.18769899E+001    -0.26466462E-003     0.10602840E-002     0.70239640E-008    -0.67081423E-008     0.23661809E-007     0.21207125E-007
     0.18845890E+001    -0.34330994E-003     0.41448673E-003    -0.22803175E-008    -0.69162130E-008    -0.55962988E-007    -0.17389099E-008
     0.18921882E+001     0.37078320E-004     0.70055269E-003     0.44390297E-008    -0.11736718E-007    -0.89968523E-007    -0.15686038E-006
     0.18997873E+001    -0.10189224E-002     0.10246941E-002     0.10867589E-007    -0.87893653E-008     0.14645041E-006    -0.17592787E-006
     0.19073865E+001    -0.92005119E-003     0.27537098E-003     0.85025121E-008     0.38493251E-009     0.12850155E-006    -0.73257023E-007
     0.19149856E+001    -0.69816367E-003     0.13274831E-003     0.19204065E-008    -0.43262713E-008     0.20965876E-006    -0.57042470E-007
     0.19225848E+001    -0.54557916E-003     0.12471736E-003     0.14603213E-007    -0.13033124E-007     0.14289298E-006     0.11618519E-006
     0.19301839E+001    -0.51498758E-003     0.29365516E-003     0.21184616E-007     0.21664229E-007     0.66060806E-008     0.91697842E-007
     0.19377831E+001    -0.67236802E-003     0.13292792E-003    -0.24743275E-007    -0.10647823E-007     0.22742807E-007     0.29644529E-007
     0.19453822E+001    -0.58484547E-003     0.51988662E-004     0.73952915E-007    -0.27120368E-007    -0.34445258E-007     0.62813496E-008
